-7.	5.482862591559706e-9
-6.99	5.883941546319123e-9
-6.98	6.3132151695014165e-9
-6.97	6.772580785112857e-9
-6.96	7.2640573483413315e-9
-6.95	7.789792834487281e-9
-6.94	8.352072049411616e-9
-6.93	8.95332487597979e-9
-6.92	9.596134987494087e-9
-6.91	1.0283249050308255e-8
-6.9	1.1017586447226582e-8
-6.89	1.1802249550414528e-8
-6.88	1.2640534546529303e-8
-6.87	1.3535942890517863e-8
-6.86	1.4492193358066638e-8
-6.85	1.5513234824088568e-8
-6.84	1.660325964021268e-8
-6.83	1.7766717852815855e-8
-6.82	1.900833210926337e-8
-6.81	2.033311342276383e-8
-6.8	2.174637776672737e-8
-6.79	2.3253763563444564e-8
-6.78	2.4861250095385896e-8
-6.77	2.657517696086893e-8
-6.76	2.8402264454133323e-8
-6.75	3.0349635116636725e-8
-6.74	3.242483639326519e-8
-6.73	3.4635864453624064e-8
-6.72	3.6991189294175596e-8
-6.71	3.9499781138270415e-8
-6.7	4.217113814228246e-8
-6.69	4.5015315654167225e-8
-6.68	4.804295685505854e-8
-6.67	5.126532502978618e-8
-6.66	5.4694337478858355e-8
-6.65	5.834260111235951e-8
-6.64	6.222344989289205e-8
-6.63	6.635098413036739e-8
-6.62	7.074011173562918e-8
-6.61	7.540659156572001e-8
-6.6	8.036707890984736e-8
-6.59	8.563917315541261e-8
-6.58	9.124146794806932e-8
-6.57	9.719360363040354e-8
-6.56	1.0351632241230208e-7
-6.55	1.1023152606480709e-7
-6.54	1.1736233653580631e-7
-6.53	1.24933159386007e-7
-6.52	1.3296975031014672e-7
-6.51	1.414992848547328e-7
-6.5	1.5055043138168904e-7
-6.49	1.6015342755308446e-7
-6.48	1.7034016032510557e-7
-6.47	1.8114424985009367e-7
-6.46	1.9260113710799732e-7
-6.45	2.0474817567654443e-7
-6.4399999999999995	2.1762472784836515e-7
-6.43	2.3127226500810962e-7
-6.42	2.4573447268931206e-7
-6.41	2.610573604174944e-7
-6.4	2.772893765255543e-7
-6.39	2.9448152816802673e-7
-6.38	3.1268750668038497e-7
-6.37	3.3196381865434925e-7
-6.36	3.523699227067976e-7
-6.35	3.7396837241656935e-7
-6.34	3.9682496550262685e-7
-6.33	4.2100889964165574e-7
-6.32	4.465929349382987e-7
-6.31	4.7365356360530326e-7
-6.3	5.022711868798052e-7
-6.29	5.325302996229775e-7
-6.28	5.645196827748197e-7
-6.27	5.983326040381393e-7
-6.26	6.340670270600412e-7
-6.25	6.718258294592467e-7
-6.24	7.117170299560043e-7
-6.23	7.538540250561559e-7
-6.22	7.983558355099122e-7
-6.21	8.453473629888805e-7
-6.2	8.949596573429733e-7
-6.1899999999999995	9.473301947266702e-7
-6.18	1.0026031670926276e-6
-6.17	1.0609297834652585e-6
-6.16	1.1224685831890803e-6
-6.15	1.1873857618869726e-6
-6.14	1.2558555103344119e-6
-6.13	1.3280603668116092e-6
-6.12	1.404191583286588e-6
-6.11	1.4844495060353343e-6
-6.1	1.5690439710568207e-6
-6.09	1.6581947148300202e-6
